"","establishment_id","rolling_window","start_date","end_date","n_pos","n_pos_adj","percent_pos","percent_pos_adj","n_neg","percent_neg","total_sample_no","n_pos_breast","n_neg_breast","n_pos_leg","n_neg_leg","n_pos_wing","n_neg_wing","rw_category","establishment_size"
"8411",100133,"14","2023-09-03","2024-08-31",0,0,0,0,6,100,6,0,0,0,6,0,0,NA,"Very Small"
"8412",100133,"15","2023-07-30","2024-07-27",0,0,0,0,6,100,6,0,0,0,6,0,0,NA,"Very Small"
"8413",100133,"16","2023-07-02","2024-06-29",0,0,0,0,6,100,6,0,0,0,6,0,0,NA,"Very Small"
"8414",100133,"17","2023-05-28","2024-05-25",0,0,0,0,4,100,4,0,0,0,4,0,0,NA,"Very Small"
"8415",100133,"18","2023-04-30","2024-04-27",0,0,0,0,2,100,2,0,0,0,2,0,0,NA,"Very Small"
"8416",100307,"1","2024-09-29","2025-09-27",7,6,36.8421052631579,31.5789473684211,12,63.1578947368421,19,0,0,7,12,0,0,"3","Small"
"8417",100307,"2","2024-09-01","2025-08-30",8,7,40,35,12,60,20,0,0,8,12,0,0,"3","Small"
"8418",100307,"3","2024-07-28","2025-07-26",10,9,47.6190476190476,42.8571428571429,11,52.3809523809524,21,0,0,10,11,0,0,"3","Small"
"8419",100307,"4","2024-06-30","2025-06-28",10,9,47.6190476190476,42.8571428571429,11,52.3809523809524,21,0,0,10,11,0,0,"3","Small"
"8420",100307,"5","2024-06-02","2025-05-31",11,10,50,45.4545454545455,11,50,22,0,0,11,11,0,0,"3","Small"
"8421",100307,"6","2024-04-28","2025-04-26",12,11,54.5454545454545,50,10,45.4545454545455,22,0,0,12,10,0,0,"3","Small"
"8422",100307,"7","2024-03-31","2025-03-29",11,10,50,45.4545454545455,11,50,22,0,0,11,11,0,0,"3","Small"
"8423",100307,"8","2024-02-25","2025-02-22",12,11,54.5454545454545,50,10,45.4545454545455,22,0,0,12,10,0,0,"3","Small"
"8424",100307,"9","2024-01-28","2025-01-25",13,12,56.5217391304348,52.1739130434783,10,43.4782608695652,23,0,0,13,10,0,0,"3","Small"
"8425",100307,"10","2023-12-31","2024-12-28",13,12,56.5217391304348,52.1739130434783,10,43.4782608695652,23,0,0,13,10,0,0,"3","Small"
"8426",100307,"11","2023-12-03","2024-11-30",13,12,56.5217391304348,52.1739130434783,10,43.4782608695652,23,0,0,13,10,0,0,"3","Small"
"8427",100307,"12","2023-10-29","2024-10-26",13,12,56.5217391304348,52.1739130434783,10,43.4782608695652,23,0,0,13,10,0,0,"3","Small"
"8428",100307,"13","2023-10-01","2024-09-28",13,12,54.1666666666667,50,11,45.8333333333333,24,0,0,13,11,0,0,"3","Small"
"8429",100307,"14","2023-09-03","2024-08-31",13,12,54.1666666666667,50,11,45.8333333333333,24,0,0,13,11,0,0,"3","Small"
"8430",100307,"15","2023-07-30","2024-07-27",13,12,54.1666666666667,50,11,45.8333333333333,24,0,0,13,11,0,0,"3","Small"
"8431",100307,"16","2023-07-02","2024-06-29",15,14,62.5,58.3333333333333,9,37.5,24,0,0,15,9,0,0,"3","Small"
"8432",100307,"17","2023-05-28","2024-05-25",16,15,66.6666666666667,62.5,8,33.3333333333333,24,0,0,16,8,0,0,"3","Small"
"8433",100307,"18","2023-04-30","2024-04-27",16,15,66.6666666666667,62.5,8,33.3333333333333,24,0,0,16,8,0,0,"3","Small"
"8434",100307,"19","2023-04-02","2024-03-30",17,16,70.8333333333333,66.6666666666667,7,29.1666666666667,24,0,0,17,7,0,0,"3","Small"
"8435",100307,"20","2023-02-26","2024-02-24",18,17,75,70.8333333333333,6,25,24,0,0,18,6,0,0,"3","Small"
"8436",100307,"21","2023-01-29","2024-01-27",18,17,75,70.8333333333333,6,25,24,0,0,18,6,0,0,"3","Small"
"8437",100307,"22","2023-01-01","2023-12-30",17,16,70.8333333333333,66.6666666666667,7,29.1666666666667,24,0,0,17,7,0,0,"3","Small"
"8438",100464,"1","2024-09-29","2025-09-27",5,4,35.7142857142857,28.5714285714286,9,64.2857142857143,14,2,4,3,2,0,3,"3","Very Small"
"8439",100464,"2","2024-09-01","2025-08-30",5,4,35.7142857142857,28.5714285714286,9,64.2857142857143,14,2,4,3,2,0,3,"3","Very Small"
"8440",100464,"3","2024-07-28","2025-07-26",4,3,30.7692307692308,23.0769230769231,9,69.2307692307692,13,1,4,3,2,0,3,"3","Very Small"
"8441",100464,"4","2024-06-30","2025-06-28",4,3,33.3333333333333,25,8,66.6666666666667,12,1,4,3,2,0,2,"3","Very Small"
"8442",100464,"5","2024-06-02","2025-05-31",3,2,30,20,7,70,10,1,4,2,2,0,1,"3","Very Small"
"8443",100464,"6","2024-04-28","2025-04-26",3,2,37.5,25,5,62.5,8,1,3,2,2,0,0,NA,"Very Small"
"8444",100464,"7","2024-03-31","2025-03-29",1,0,16.6666666666667,0,5,83.3333333333333,6,0,3,1,2,0,0,NA,"Very Small"
"8445",100464,"8","2024-02-25","2025-02-22",1,0,33.3333333333333,0,2,66.6666666666667,3,0,0,1,2,0,0,NA,"Very Small"
"8446",100464,"9","2024-01-28","2025-01-25",1,0,50,0,1,50,2,0,0,1,1,0,0,NA,"Very Small"
"8447",123145,"1","2024-09-29","2025-09-27",0,0,0,0,2,100,2,0,2,0,0,0,0,NA,"Small"
"8448",123145,"2","2024-09-01","2025-08-30",0,0,0,0,2,100,2,0,2,0,0,0,0,NA,"Small"
"8449",123145,"3","2024-07-28","2025-07-26",0,0,0,0,2,100,2,0,2,0,0,0,0,NA,"Small"
"8450",123145,"4","2024-06-30","2025-06-28",0,0,0,0,2,100,2,0,2,0,0,0,0,NA,"Small"
"8451",123145,"5","2024-06-02","2025-05-31",0,0,0,0,2,100,2,0,2,0,0,0,0,NA,"Small"
"8452",123145,"6","2024-04-28","2025-04-26",0,0,0,0,2,100,2,0,2,0,0,0,0,NA,"Small"
"8453",123145,"7","2024-03-31","2025-03-29",0,0,0,0,2,100,2,0,2,0,0,0,0,NA,"Small"
"8454",123145,"8","2024-02-25","2025-02-22",0,0,0,0,1,100,1,0,1,0,0,0,0,NA,"Small"
"8455",123145,"9","2024-01-28","2025-01-25",0,0,0,0,1,100,1,0,1,0,0,0,0,NA,"Small"
"8456",123343,"1","2024-09-29","2025-09-27",2,1,15.3846153846154,7.69230769230769,11,84.6153846153846,13,0,1,2,4,0,6,"1","Small"
"8457",123343,"2","2024-09-01","2025-08-30",2,1,16.6666666666667,8.33333333333333,10,83.3333333333333,12,0,0,2,4,0,6,"2","Small"
"8458",123343,"3","2024-07-28","2025-07-26",2,1,20,10,8,80,10,0,0,2,2,0,6,"2","Small"
"8459",123343,"4","2024-06-30","2025-06-28",1,0,12.5,0,7,87.5,8,0,0,1,2,0,5,NA,"Small"
"8460",123343,"5","2024-06-02","2025-05-31",1,0,16.6666666666667,0,5,83.3333333333333,6,0,0,1,2,0,3,NA,"Small"
"8461",123343,"6","2024-04-28","2025-04-26",1,0,33.3333333333333,0,2,66.6666666666667,3,0,0,1,1,0,1,NA,"Small"
"8462",123343,"7","2024-03-31","2025-03-29",1,0,50,0,1,50,2,0,0,1,0,0,1,NA,"Small"
"8463",123383,"1","2024-09-29","2025-09-27",1,0,4.34782608695652,0,22,95.6521739130435,23,1,10,0,7,0,5,"1","Very Small"
"8464",123383,"2","2024-09-01","2025-08-30",1,0,4.34782608695652,0,22,95.6521739130435,23,1,9,0,8,0,5,"1","Very Small"
"8465",123383,"3","2024-07-28","2025-07-26",1,0,4.54545454545455,0,21,95.4545454545455,22,1,9,0,8,0,4,"1","Very Small"
"8466",123383,"4","2024-06-30","2025-06-28",1,0,4.34782608695652,0,22,95.6521739130435,23,1,8,0,10,0,4,"1","Very Small"
"8467",123383,"5","2024-06-02","2025-05-31",1,0,4.34782608695652,0,22,95.6521739130435,23,1,9,0,10,0,3,"1","Very Small"
"8468",123383,"6","2024-04-28","2025-04-26",1,0,4.16666666666667,0,23,95.8333333333333,24,1,9,0,11,0,3,"1","Very Small"
"8469",123383,"7","2024-03-31","2025-03-29",1,0,4.16666666666667,0,23,95.8333333333333,24,1,9,0,10,0,4,"1","Very Small"
"8470",123383,"8","2024-02-25","2025-02-22",1,0,4.16666666666667,0,23,95.8333333333333,24,1,9,0,11,0,3,"1","Very Small"
"8471",123383,"9","2024-01-28","2025-01-25",1,0,4.16666666666667,0,23,95.8333333333333,24,1,9,0,10,0,4,"1","Very Small"
"8472",123383,"10","2023-12-31","2024-12-28",1,0,4.34782608695652,0,22,95.6521739130435,23,1,9,0,10,0,3,"1","Very Small"
"8473",123383,"11","2023-12-03","2024-11-30",0,0,0,0,23,100,23,0,8,0,11,0,4,"1","Very Small"
"8474",123383,"12","2023-10-29","2024-10-26",0,0,0,0,23,100,23,0,8,0,12,0,3,"1","Very Small"
"8475",123383,"13","2023-10-01","2024-09-28",0,0,0,0,22,100,22,0,9,0,10,0,3,"1","Very Small"
"8476",123383,"14","2023-09-03","2024-08-31",0,0,0,0,22,100,22,0,9,0,9,0,4,"1","Very Small"
"8477",123383,"15","2023-07-30","2024-07-27",0,0,0,0,21,100,21,0,8,0,9,0,4,"1","Very Small"
"8478",123383,"16","2023-07-02","2024-06-29",0,0,0,0,21,100,21,0,9,0,8,0,4,"1","Very Small"
"8479",123383,"17","2023-05-28","2024-05-25",1,0,4.76190476190476,0,20,95.2380952380952,21,1,9,0,7,0,4,"1","Very Small"
"8480",123383,"18","2023-04-30","2024-04-27",1,0,5,0,19,95,20,1,8,0,6,0,5,"1","Very Small"
"8481",123383,"19","2023-04-02","2024-03-30",2,1,10,5,18,90,20,2,7,0,6,0,5,"1","Very Small"
"8482",123383,"20","2023-02-26","2024-02-24",2,1,10,5,18,90,20,2,6,0,6,0,6,"1","Very Small"
"8483",123383,"21","2023-01-29","2024-01-27",2,1,10,5,18,90,20,2,7,0,6,0,5,"1","Very Small"
"8484",123383,"22","2023-01-01","2023-12-30",2,1,9.52380952380952,4.76190476190476,19,90.4761904761905,21,2,6,0,7,0,6,"1","Very Small"
"8485",123397,"1","2024-09-29","2025-09-27",1,0,2.32558139534884,0,42,97.6744186046512,43,0,24,0,12,1,6,"1","Small"
"8486",123397,"2","2024-09-01","2025-08-30",0,0,0,0,41,100,41,0,24,0,11,0,6,"1","Small"
"8487",123397,"3","2024-07-28","2025-07-26",0,0,0,0,37,100,37,0,22,0,10,0,5,"1","Small"
"8488",123397,"4","2024-06-30","2025-06-28",0,0,0,0,36,100,36,0,22,0,9,0,5,"1","Small"
"8489",123397,"5","2024-06-02","2025-05-31",0,0,0,0,34,100,34,0,21,0,8,0,5,"1","Small"
"8490",123397,"6","2024-04-28","2025-04-26",0,0,0,0,30,100,30,0,20,0,6,0,4,"1","Small"
"8491",123397,"7","2024-03-31","2025-03-29",0,0,0,0,28,100,28,0,20,0,4,0,4,"1","Small"
"8492",123397,"8","2024-02-25","2025-02-22",0,0,0,0,24,100,24,0,19,0,2,0,3,"1","Small"
"8493",123397,"9","2024-01-28","2025-01-25",1,0,4.34782608695652,0,22,95.6521739130435,23,0,18,0,1,1,3,"1","Small"
"8494",123397,"10","2023-12-31","2024-12-28",1,0,4.54545454545455,0,21,95.4545454545455,22,0,17,0,2,1,2,"1","Small"
"8495",123397,"11","2023-12-03","2024-11-30",1,0,4.54545454545455,0,21,95.4545454545455,22,0,17,0,2,1,2,"1","Small"
"8496",123397,"12","2023-10-29","2024-10-26",1,0,4.34782608695652,0,22,95.6521739130435,23,0,18,0,2,1,2,"1","Small"
"8497",123397,"13","2023-10-01","2024-09-28",2,1,9.09090909090909,4.54545454545455,20,90.9090909090909,22,0,16,0,2,2,2,"1","Small"
"8498",123397,"14","2023-09-03","2024-08-31",2,1,9.09090909090909,4.54545454545455,20,90.9090909090909,22,0,15,0,3,2,2,"1","Small"
"8499",123397,"15","2023-07-30","2024-07-27",2,1,9.09090909090909,4.54545454545455,20,90.9090909090909,22,0,14,0,4,2,2,"1","Small"
"8500",123397,"16","2023-07-02","2024-06-29",3,2,13.6363636363636,9.09090909090909,19,86.3636363636364,22,1,13,0,4,2,2,"2","Small"
"8501",123397,"17","2023-05-28","2024-05-25",3,2,13.6363636363636,9.09090909090909,19,86.3636363636364,22,1,12,0,6,2,1,"2","Small"
"8502",123397,"18","2023-04-30","2024-04-27",3,2,13.0434782608696,8.69565217391304,20,86.9565217391304,23,1,12,0,7,2,1,"2","Small"
"8503",123397,"19","2023-04-02","2024-03-30",3,2,13.0434782608696,8.69565217391304,20,86.9565217391304,23,1,11,0,7,2,2,"2","Small"
"8504",123397,"20","2023-02-26","2024-02-24",4,3,16.6666666666667,12.5,20,83.3333333333333,24,1,10,0,8,3,2,"2","Small"
"8505",123397,"21","2023-01-29","2024-01-27",3,2,13.0434782608696,8.69565217391304,20,86.9565217391304,23,1,10,0,8,2,2,"2","Small"
"8506",123397,"22","2023-01-01","2023-12-30",3,2,13.0434782608696,8.69565217391304,20,86.9565217391304,23,1,9,0,7,2,4,"2","Small"
"8507",123418,"17","2023-05-28","2024-05-25",0,0,0,0,1,100,1,0,0,0,1,0,0,NA,"Very Small"
"8508",123418,"18","2023-04-30","2024-04-27",1,0,33.3333333333333,0,2,66.6666666666667,3,1,1,0,1,0,0,NA,"Very Small"
"8509",123418,"19","2023-04-02","2024-03-30",2,1,40,20,3,60,5,2,1,0,1,0,1,NA,"Very Small"
"8510",123418,"20","2023-02-26","2024-02-24",2,1,33.3333333333333,16.6666666666667,4,66.6666666666667,6,2,1,0,1,0,2,NA,"Very Small"
"8511",123418,"21","2023-01-29","2024-01-27",2,1,25,12.5,6,75,8,2,3,0,1,0,2,NA,"Very Small"
"8512",123418,"22","2023-01-01","2023-12-30",2,1,20,10,8,80,10,2,3,0,3,0,2,"2","Very Small"
"8513",123475,"1","2024-09-29","2025-09-27",3,2,13.0434782608696,8.69565217391304,20,86.9565217391304,23,1,6,0,9,2,5,"2","Small"
"8514",123475,"2","2024-09-01","2025-08-30",3,2,12.5,8.33333333333333,21,87.5,24,1,7,0,9,2,5,"2","Small"
"8515",123475,"3","2024-07-28","2025-07-26",4,3,17.3913043478261,13.0434782608696,19,82.6086956521739,23,2,6,0,8,2,5,"2","Small"
"8516",123475,"4","2024-06-30","2025-06-28",4,3,16.6666666666667,12.5,20,83.3333333333333,24,2,5,0,10,2,5,"2","Small"
"8517",123475,"5","2024-06-02","2025-05-31",5,4,20.8333333333333,16.6666666666667,19,79.1666666666667,24,2,5,0,9,3,5,"3","Small"
"8518",123475,"6","2024-04-28","2025-04-26",6,5,26.0869565217391,21.7391304347826,17,73.9130434782609,23,2,5,0,8,4,4,"3","Small"
"8519",123475,"7","2024-03-31","2025-03-29",6,5,27.2727272727273,22.7272727272727,16,72.7272727272727,22,2,4,0,8,4,4,"3","Small"
"8520",123475,"8","2024-02-25","2025-02-22",5,4,22.7272727272727,18.1818181818182,17,77.2727272727273,22,2,4,0,8,3,5,"3","Small"
"8521",123475,"9","2024-01-28","2025-01-25",5,4,22.7272727272727,18.1818181818182,17,77.2727272727273,22,2,5,0,8,3,4,"3","Small"
"8522",123475,"10","2023-12-31","2024-12-28",7,6,30.4347826086957,26.0869565217391,16,69.5652173913043,23,2,5,1,7,4,4,"3","Small"
"8523",123475,"11","2023-12-03","2024-11-30",8,7,34.7826086956522,30.4347826086957,15,65.2173913043478,23,2,5,1,6,5,4,"3","Small"
"8524",123475,"12","2023-10-29","2024-10-26",9,8,39.1304347826087,34.7826086956522,14,60.8695652173913,23,3,4,1,7,5,3,"3","Small"
"8525",123475,"13","2023-10-01","2024-09-28",8,7,34.7826086956522,30.4347826086957,15,65.2173913043478,23,3,5,1,6,4,4,"3","Small"
"8526",123475,"14","2023-09-03","2024-08-31",8,7,36.3636363636364,31.8181818181818,14,63.6363636363636,22,3,4,1,5,4,5,"3","Small"
"8527",123475,"15","2023-07-30","2024-07-27",7,6,30.4347826086957,26.0869565217391,16,69.5652173913043,23,2,6,1,6,4,4,"3","Small"
"8528",123475,"16","2023-07-02","2024-06-29",7,6,30.4347826086957,26.0869565217391,16,69.5652173913043,23,2,7,1,4,4,5,"3","Small"
"8529",123475,"17","2023-05-28","2024-05-25",7,6,30.4347826086957,26.0869565217391,16,69.5652173913043,23,2,7,1,5,4,4,"3","Small"
"8530",123475,"18","2023-04-30","2024-04-27",6,5,26.0869565217391,21.7391304347826,17,73.9130434782609,23,1,8,1,5,4,4,"3","Small"
"8531",123475,"19","2023-04-02","2024-03-30",6,5,26.0869565217391,21.7391304347826,17,73.9130434782609,23,1,9,1,4,4,4,"3","Small"
"8532",123475,"20","2023-02-26","2024-02-24",8,7,33.3333333333333,29.1666666666667,16,66.6666666666667,24,1,9,2,4,5,3,"3","Small"
"8533",123475,"21","2023-01-29","2024-01-27",10,9,41.6666666666667,37.5,14,58.3333333333333,24,1,7,3,4,6,3,"3","Small"
"8534",123475,"22","2023-01-01","2023-12-30",8,7,34.7826086956522,30.4347826086957,15,65.2173913043478,23,1,8,2,4,5,3,"3","Small"
"8535",123767,"1","2024-09-29","2025-09-27",6,5,13.3333333333333,11.1111111111111,39,86.6666666666667,45,6,39,0,0,0,0,"2","Small"
"8536",123767,"2","2024-09-01","2025-08-30",4,3,9.75609756097561,7.31707317073171,37,90.2439024390244,41,4,37,0,0,0,0,"1","Small"
"8537",123767,"3","2024-07-28","2025-07-26",4,3,10.5263157894737,7.89473684210526,34,89.4736842105263,38,4,34,0,0,0,0,"2","Small"
"8538",123767,"4","2024-06-30","2025-06-28",2,1,5.55555555555556,2.77777777777778,34,94.4444444444444,36,2,34,0,0,0,0,"1","Small"
"8539",123767,"5","2024-06-02","2025-05-31",1,0,2.94117647058824,0,33,97.0588235294118,34,1,33,0,0,0,0,"1","Small"
"8540",123767,"6","2024-04-28","2025-04-26",1,0,3.33333333333333,0,29,96.6666666666667,30,1,29,0,0,0,0,"1","Small"
"8541",123767,"7","2024-03-31","2025-03-29",0,0,0,0,29,100,29,0,29,0,0,0,0,"1","Small"
"8542",123767,"8","2024-02-25","2025-02-22",0,0,0,0,26,100,26,0,26,0,0,0,0,"1","Small"
"8543",123767,"9","2024-01-28","2025-01-25",0,0,0,0,25,100,25,0,25,0,0,0,0,"1","Small"
"8544",123767,"10","2023-12-31","2024-12-28",1,0,4.34782608695652,0,22,95.6521739130435,23,1,22,0,0,0,0,"1","Small"
"8545",123767,"11","2023-12-03","2024-11-30",1,0,4.34782608695652,0,22,95.6521739130435,23,1,22,0,0,0,0,"1","Small"
"8546",123767,"12","2023-10-29","2024-10-26",1,0,4.34782608695652,0,22,95.6521739130435,23,1,22,0,0,0,0,"1","Small"
"8547",123767,"13","2023-10-01","2024-09-28",2,1,8.69565217391304,4.34782608695652,21,91.304347826087,23,2,21,0,0,0,0,"1","Small"
"8548",123767,"14","2023-09-03","2024-08-31",3,2,12.5,8.33333333333333,21,87.5,24,3,21,0,0,0,0,"2","Small"
"8549",123767,"15","2023-07-30","2024-07-27",4,3,16.6666666666667,12.5,20,83.3333333333333,24,4,20,0,0,0,0,"2","Small"
"8550",123767,"16","2023-07-02","2024-06-29",4,3,16.6666666666667,12.5,20,83.3333333333333,24,4,20,0,0,0,0,"2","Small"
"8551",123767,"17","2023-05-28","2024-05-25",4,3,16.6666666666667,12.5,20,83.3333333333333,24,4,20,0,0,0,0,"2","Small"
"8552",123767,"18","2023-04-30","2024-04-27",4,3,16.6666666666667,12.5,20,83.3333333333333,24,4,20,0,0,0,0,"2","Small"
"8553",123767,"19","2023-04-02","2024-03-30",5,4,20.8333333333333,16.6666666666667,19,79.1666666666667,24,5,19,0,0,0,0,"3","Small"
"8554",123767,"20","2023-02-26","2024-02-24",6,5,26.0869565217391,21.7391304347826,17,73.9130434782609,23,6,17,0,0,0,0,"3","Small"
"8555",123767,"21","2023-01-29","2024-01-27",7,6,29.1666666666667,25,17,70.8333333333333,24,7,17,0,0,0,0,"3","Small"
"8556",123767,"22","2023-01-01","2023-12-30",6,5,25,20.8333333333333,18,75,24,6,18,0,0,0,0,"3","Small"
"8557",123822,"1","2024-09-29","2025-09-27",0,0,0,0,23,100,23,0,22,0,1,0,0,"1","Small"
"8558",123822,"2","2024-09-01","2025-08-30",0,0,0,0,23,100,23,0,22,0,1,0,0,"1","Small"
"8559",123822,"3","2024-07-28","2025-07-26",0,0,0,0,22,100,22,0,21,0,1,0,0,"1","Small"
"8560",123822,"4","2024-06-30","2025-06-28",0,0,0,0,23,100,23,0,22,0,1,0,0,"1","Small"
"8561",123822,"5","2024-06-02","2025-05-31",0,0,0,0,23,100,23,0,22,0,1,0,0,"1","Small"
"8562",123822,"6","2024-04-28","2025-04-26",0,0,0,0,23,100,23,0,21,0,2,0,0,"1","Small"
"8563",123822,"7","2024-03-31","2025-03-29",0,0,0,0,24,100,24,0,21,0,3,0,0,"1","Small"
"8564",123822,"8","2024-02-25","2025-02-22",0,0,0,0,24,100,24,0,20,0,4,0,0,"1","Small"
"8565",123822,"9","2024-01-28","2025-01-25",0,0,0,0,23,100,23,0,19,0,4,0,0,"1","Small"
"8566",123822,"10","2023-12-31","2024-12-28",0,0,0,0,24,100,24,0,20,0,4,0,0,"1","Small"
"8567",123822,"11","2023-12-03","2024-11-30",0,0,0,0,22,100,22,0,18,0,4,0,0,"1","Small"
"8568",123822,"12","2023-10-29","2024-10-26",0,0,0,0,20,100,20,0,16,0,4,0,0,"1","Small"
"8569",123822,"13","2023-10-01","2024-09-28",0,0,0,0,18,100,18,0,14,0,4,0,0,"1","Small"
"8570",123822,"14","2023-09-03","2024-08-31",0,0,0,0,16,100,16,0,12,0,4,0,0,"1","Small"
"8571",123822,"15","2023-07-30","2024-07-27",0,0,0,0,14,100,14,0,10,0,4,0,0,"1","Small"
"8572",123822,"16","2023-07-02","2024-06-29",0,0,0,0,12,100,12,0,8,0,4,0,0,"1","Small"
"8573",123822,"17","2023-05-28","2024-05-25",0,0,0,0,10,100,10,0,7,0,3,0,0,"1","Small"
"8574",123822,"18","2023-04-30","2024-04-27",0,0,0,0,9,100,9,0,6,0,3,0,0,NA,"Small"
"8575",123822,"19","2023-04-02","2024-03-30",0,0,0,0,6,100,6,0,4,0,2,0,0,NA,"Small"
"8576",123822,"20","2023-02-26","2024-02-24",0,0,0,0,6,100,6,0,5,0,1,0,0,NA,"Small"
"8577",123822,"21","2023-01-29","2024-01-27",0,0,0,0,6,100,6,0,6,0,0,0,0,NA,"Small"
"8578",123822,"22","2023-01-01","2023-12-30",0,0,0,0,6,100,6,0,6,0,0,0,0,NA,"Small"
"8579",123846,"3","2024-07-28","2025-07-26",1,0,100,0,0,0,1,1,0,0,0,0,0,NA,"Small"
"8580",123846,"4","2024-06-30","2025-06-28",1,0,100,0,0,0,1,1,0,0,0,0,0,NA,"Small"
"8581",123846,"5","2024-06-02","2025-05-31",1,0,100,0,0,0,1,1,0,0,0,0,0,NA,"Small"
"8582",123846,"6","2024-04-28","2025-04-26",1,0,100,0,0,0,1,1,0,0,0,0,0,NA,"Small"
"8583",123846,"7","2024-03-31","2025-03-29",1,0,100,0,0,0,1,1,0,0,0,0,0,NA,"Small"
"8584",123846,"8","2024-02-25","2025-02-22",1,0,100,0,0,0,1,1,0,0,0,0,0,NA,"Small"
"8585",123846,"9","2024-01-28","2025-01-25",1,0,100,0,0,0,1,1,0,0,0,0,0,NA,"Small"
"8586",123846,"10","2023-12-31","2024-12-28",1,0,100,0,0,0,1,1,0,0,0,0,0,NA,"Small"
"8587",123846,"11","2023-12-03","2024-11-30",1,0,100,0,0,0,1,1,0,0,0,0,0,NA,"Small"
"8588",123846,"12","2023-10-29","2024-10-26",1,0,100,0,0,0,1,1,0,0,0,0,0,NA,"Small"
"8589",123846,"13","2023-10-01","2024-09-28",1,0,100,0,0,0,1,1,0,0,0,0,0,NA,"Small"
"8590",123846,"14","2023-09-03","2024-08-31",1,0,100,0,0,0,1,1,0,0,0,0,0,NA,"Small"
"8591",123881,"1","2024-09-29","2025-09-27",0,0,0,0,1,100,1,0,1,0,0,0,0,NA,"Very Small"
"8592",123881,"2","2024-09-01","2025-08-30",0,0,0,0,3,100,3,0,2,0,1,0,0,NA,"Very Small"
"8593",123881,"3","2024-07-28","2025-07-26",0,0,0,0,4,100,4,0,3,0,1,0,0,NA,"Very Small"
"8594",123881,"4","2024-06-30","2025-06-28",0,0,0,0,6,100,6,0,4,0,1,0,1,NA,"Very Small"
"8595",123881,"5","2024-06-02","2025-05-31",0,0,0,0,8,100,8,0,4,0,2,0,2,NA,"Very Small"
"8596",123881,"6","2024-04-28","2025-04-26",0,0,0,0,10,100,10,0,5,0,3,0,2,"1","Very Small"
"8597",123881,"7","2024-03-31","2025-03-29",0,0,0,0,12,100,12,0,5,0,5,0,2,"1","Very Small"
"8598",123881,"8","2024-02-25","2025-02-22",1,0,7.14285714285714,0,13,92.8571428571429,14,0,5,1,6,0,2,"1","Very Small"
"8599",123881,"9","2024-01-28","2025-01-25",1,0,7.14285714285714,0,13,92.8571428571429,14,0,5,1,6,0,2,"1","Very Small"
"8600",123881,"10","2023-12-31","2024-12-28",1,0,6.66666666666667,0,14,93.3333333333333,15,0,5,1,7,0,2,"1","Very Small"
"8601",123881,"11","2023-12-03","2024-11-30",2,1,12.5,6.25,14,87.5,16,0,4,2,8,0,2,"1","Very Small"
"8602",123881,"12","2023-10-29","2024-10-26",2,1,11.1111111111111,5.55555555555556,16,88.8888888888889,18,0,4,2,10,0,2,"1","Very Small"
"8603",123881,"13","2023-10-01","2024-09-28",2,1,10,5,18,90,20,0,4,2,12,0,2,"1","Very Small"
"8604",123881,"14","2023-09-03","2024-08-31",2,1,10.5263157894737,5.26315789473684,17,89.4736842105263,19,0,3,2,12,0,2,"1","Very Small"
"8605",123881,"15","2023-07-30","2024-07-27",2,1,10,5,18,90,20,0,2,2,13,0,3,"1","Very Small"
"8606",123881,"16","2023-07-02","2024-06-29",2,1,10,5,18,90,20,0,1,2,15,0,2,"1","Very Small"
"8607",123881,"17","2023-05-28","2024-05-25",2,1,10,5,18,90,20,0,1,2,16,0,1,"1","Very Small"
"8608",123881,"18","2023-04-30","2024-04-27",2,1,10,5,18,90,20,0,0,2,17,0,1,"1","Very Small"
"8609",123881,"19","2023-04-02","2024-03-30",2,1,10,5,18,90,20,0,0,2,17,0,1,"1","Very Small"
"8610",123881,"20","2023-02-26","2024-02-24",1,0,5.26315789473684,0,18,94.7368421052632,19,0,0,1,17,0,1,"1","Very Small"
"8611",123881,"21","2023-01-29","2024-01-27",1,0,5,0,19,95,20,0,1,1,17,0,1,"1","Very Small"
"8612",123881,"22","2023-01-01","2023-12-30",1,0,5.26315789473684,0,18,94.7368421052632,19,0,1,1,16,0,1,"1","Very Small"
"8613",123883,"1","2024-09-29","2025-09-27",4,3,19.047619047619,14.2857142857143,17,80.9523809523809,21,1,8,3,4,0,5,"2","Small"
"8614",123883,"2","2024-09-01","2025-08-30",3,2,13.6363636363636,9.09090909090909,19,86.3636363636364,22,1,9,2,4,0,6,"2","Small"
"8615",123883,"3","2024-07-28","2025-07-26",3,2,13.6363636363636,9.09090909090909,19,86.3636363636364,22,1,8,2,5,0,6,"2","Small"
"8616",123883,"4","2024-06-30","2025-06-28",2,1,8.69565217391304,4.34782608695652,21,91.304347826087,23,1,10,1,5,0,6,"1","Small"
"8617",123883,"5","2024-06-02","2025-05-31",1,0,4.16666666666667,0,23,95.8333333333333,24,0,11,1,6,0,6,"1","Small"
"8618",123883,"6","2024-04-28","2025-04-26",1,0,4.34782608695652,0,22,95.6521739130435,23,0,10,1,7,0,5,"1","Small"
"8619",123883,"7","2024-03-31","2025-03-29",1,0,4.34782608695652,0,22,95.6521739130435,23,0,12,1,7,0,3,"1","Small"
